"Run 1: Time (min)","Run 1: pH","Run 1: Temperature (°C)","Run 1: Volume of NaOH Added (cm³)"
0,3.00447041672,25.472802417,0
0.0166666666667,3.00447041672,25.4583102337,
0.0333333333333,3.00417212177,25.4583102337,
0.05,3.00447041672,25.4568610117,
0.0666666666667,3.00447041672,25.4539625658,
0.0833333333333,3.00447041672,25.4496148918,
0.1,3.00447041672,25.446716439,
0.116666666667,3.00447041672,25.4481656657,
0.133333333333,3.00596189144,25.4742516318,
0.15,3.00626018638,25.4901929527,
0.166666666667,3.00566359649,25.5061342002,
0.183333333333,3.00596189144,25.5104818009,
0.2,3.00626018638,25.5133801985,
0.216666666667,3.00655848133,25.5148293965,
0.233333333333,3.00685677627,25.5191769871,
0.25,3.00745336616,25.5191769871,
0.266666666667,3.00804995605,25.5191769871,
0.283333333333,3.00804995605,25.5191769871,
0.3,3.00864654594,25.5177277908,
0.316666666667,3.00924313583,25.511931,
0.333333333333,3.00924313583,25.5133801985,
0.35,3.00924313583,25.511931,
0.366666666667,3.00954143077,25.511931,
0.383333333333,3.00954143077,25.5104818009,
0.4,3.00983972572,25.5104818009,
0.416666666667,3.01013802066,25.5061342002,
0.433333333333,3.01222608527,25.507583401,
0.45,3.0110329055,25.5032357969,
0.466666666667,3.01133120044,25.5017865943,
0.483333333333,3.01162949538,25.5017865943,
0.5,3.01192779033,25.4974389832,
0.516666666667,3.01282267516,25.4959897783,
0.533333333333,3.01341926505,25.4945405728,
0.55,3.01341926505,25.4945405728,
0.566666666667,3.01341926505,25.4872945363,
0.583333333333,3.01580562461,25.4872945363,
0.6,3.0706918944,25.4858453272,
0.616666666667,3.13780825691,25.4843961175,
0.633333333333,3.19716895087,25.4814976961,
0.65,3.25145863077,25.4843961175,
0.666666666667,3.29262333312,25.4785992723,
0.683333333333,3.33796416468,25.4699039856,
0.7,3.38539306086,25.4684547689,
0.716666666667,3.42715435309,25.4641071149,
0.733333333333,3.46175656666,25.4655563336,0.5
0.75,3.49934172966,25.459759455,
0.766666666667,3.53662859773,25.4583102337,
0.783333333333,3.57212569613,25.4568610117,
0.8,3.60374496024,25.4568610117,1
0.816666666667,3.62880173558,25.4481656657,
0.833333333333,3.66131588454,25.4496148918,
0.85,3.6798101711,25.4438179835,
0.866666666667,3.71113114027,25.446716439,
0.883333333333,3.73738109539,25.4438179835,
0.9,3.76213957578,25.4438179835,
0.916666666667,3.78391510673,25.439470295,
0.933333333333,3.80837529218,25.4380210641,2
0.95,3.82627298885,25.4380210641,
0.966666666667,3.84685534002,25.4365718324,
0.983333333333,3.86773598614,25.4380210641,
1,3.88473879798,25.4365718324,2.5
1.01666666667,3.90323308454,25.4365718324,
1.03333333333,3.92888644976,25.4351226001,
1.05,3.94529267171,25.4322241333,
1.06666666667,3.96259377849,25.4307748988,
1.08333333333,3.9787017055,25.4293256636,3
1.1,3.99570451734,25.4293256636,
1.11666666667,4.01121585445,25.4249779536,
1.13333333333,4.02792037134,25.4249779536,
1.15,4.04522147813,25.4206302371,3.5
1.16666666667,4.05596009613,25.4177317557,
1.18333333333,4.07594585741,25.4177317557,
1.2,4.08877254002,25.4148332712,
1.21666666667,4.10577535186,25.4119347838,
1.23333333333,4.11651396986,25.4119347838,4
1.25,4.13292019181,25.4133840279,
1.26666666667,4.14634346432,25.410485539,
1.28333333333,4.16066162165,25.407587047,
1.3,4.17289171438,25.4046885519,
1.31666666667,4.18661328182,25.4061377999,
1.33333333333,4.19943996444,25.4046885519,
1.35,4.21405641672,25.4046885519,5
1.36666666667,4.22240867517,25.4003408036,
1.38333333333,4.23732342239,25.3959930482,
1.4,4.24746545051,25.3988915526,
1.41666666667,4.26029213312,25.3959930482,
1.43333333333,4.27401370057,25.3916452857,
1.45,4.28236595901,25.3901960299,
1.46666666667,4.29519264163,25.3858482578,
1.48333333333,4.30265001524,25.3843989988,
1.5,4.30951079896,25.382949739,
1.51666666667,4.31726646752,25.382949739,
1.53333333333,4.32203918663,25.3786019547,6
1.55,4.32532043102,25.3771526917,
1.56666666667,4.33247950969,25.3757034278,
1.58333333333,4.33993688331,25.3728048975,
1.6,4.34172665297,25.3742541631,
1.61666666667,4.35007891142,25.3713556311,
1.63333333333,4.35544822042,25.3684570958,
1.65,4.36022093953,25.3684570958,
1.66666666667,4.36141411931,25.3684570958,6.5
1.68333333333,4.36857319798,25.3684570958,
1.7,4.37453909687,25.3641092865,
1.71666666667,4.37841693115,25.3641092865,
1.73333333333,4.38259306037,25.3612107428,
1.75,4.39005043398,25.3597614696,
1.76666666667,4.39810439749,25.3568629207,
1.78333333333,4.39780610254,25.3568629207,
1.8,4.4028771166,25.3554136449,
1.81666666667,4.40735154077,25.3510658125,
1.83333333333,4.41242255482,25.3496165332,7
1.85,4.41749356888,25.3481672531,
1.86666666667,4.42644241721,25.3481672531,
1.88333333333,4.42733730205,25.3452686902,
1.9,4.43151343127,25.3452686902,
1.91666666667,4.43688274027,25.3438194074,
1.93333333333,4.43867250994,25.3423701237,
1.95,4.44523499872,25.3380222674,
1.96666666667,4.45060430772,25.3409208392,
1.98333333333,4.4517974875,25.3380222674,
2,4.45895656617,25.3380222674,
2.01666666667,4.46581734989,25.3322251129,
2.03333333333,4.46730882461,25.3322251129,7.5
2.05,4.47178324878,25.3322251129,
2.06666666667,4.4786440325,25.330775822,
2.08333333333,4.47953891734,25.330775822,
2.1,4.4872945859,25.3278772374,
2.11666666667,4.48818947073,25.3278772374,
2.13333333333,4.49326048479,25.3264279438,
2.15,4.49326048479,25.3264279438,
2.16666666667,4.49355877973,25.3264279438,
2.18333333333,4.50041956345,25.3249786492,
2.2,4.50757864212,25.3235293537,
2.21666666667,4.51115818146,25.3235293537,
2.23333333333,4.51264965618,25.3206307599,8
2.25,4.51831726012,25.3177321624,
2.26666666667,4.52577463374,25.3206307599,
2.28333333333,4.52666951857,25.3162828622,
2.3,4.53263541746,25.3162828622,
2.31666666667,4.54039108602,25.3191814616,
2.33333333333,4.54576039502,25.3119349559,
2.35,4.5469535748,25.3061377343,
2.36666666667,4.55083140908,25.310485652,
2.38333333333,4.55799048774,25.309036347,
2.4,4.56097343719,25.3075870411,
2.41666666667,4.56753592597,25.309036347,
2.43333333333,4.57201035014,25.3017898079,
2.45,4.57201035014,25.3003404972,8.5
2.46666666667,4.57916942881,25.3003404972,
2.48333333333,4.58424044286,25.3003404972,
2.5,4.58692509736,25.2959925592,
2.51666666667,4.59229440636,25.2945432445,
2.53333333333,4.59617224064,25.2959925592,
2.55,4.59915519009,25.2901952947,
2.56666666667,4.60422620414,25.2872966565,
2.58333333333,4.60810403842,25.2887459761,
2.6,4.61168357776,25.2887459761,
2.61666666667,4.61914095137,25.2814993681,
2.63333333333,4.62182560587,25.2786007178,
2.65,4.62331708059,25.2757020634,
2.66666666667,4.62600173509,25.2757020634,
2.68333333333,4.63166933904,25.2757020634,
2.7,4.64002159749,25.272803405,
2.71666666667,4.6447943166,25.2699047425,
2.73333333333,4.64598749638,25.2713540742,
2.75,4.6501636256,25.2699047425,9.5
2.76666666667,4.6555329346,25.2684554096,
2.78333333333,4.65851588405,25.2670060758,
2.8,4.6635868981,25.2684554096,
2.81666666667,4.66537666777,25.2641074049,
2.83333333333,4.66985109194,25.2568607095,
2.85,4.67551869588,25.2583100507,
2.86666666667,4.67879994027,25.2583100507,
2.88333333333,4.67939653016,25.2554113672,
2.9,4.68387095433,25.2554113672,
2.91666666667,4.68953855828,25.2525126795,
2.93333333333,4.6937146875,25.2481646399,
2.95,4.696399342,25.2525126795,
2.96666666667,4.70117206111,25.2525126795,
2.98333333333,4.70266353583,25.2525126795,
3,4.70773454989,25.2481646399,
3.01666666667,4.70922602461,25.2438165906,10
3.03333333333,4.71549021845,25.2438165906,
3.05,4.71906975778,25.2409178857,
3.06666666667,4.72175441228,25.2409178857,
3.08333333333,4.72533395162,25.2380191764,
3.1,4.72861519601,25.2394685316,
3.11666666667,4.73159814545,25.2380191764,
3.13333333333,4.73845892918,25.2380191764,
3.15,4.74889925223,25.2365698201,
3.16666666667,4.75397026629,25.2365698201,
3.18333333333,4.75516344607,25.2380191764,10.5
3.2,4.76291911463,25.2380191764,
3.21666666667,4.77037648824,25.2365698201,
3.23333333333,4.77664068207,25.2351204627,
3.25,4.7835014658,25.2380191764,
3.26666666667,4.79304690402,25.2365698201,
3.28333333333,4.79901280291,25.2365698201,
3.3,4.80736506136,25.2336711042,11
3.31666666667,4.81213778047,25.2351204627,
3.33333333333,4.8243678732,25.2336711042,
3.35,4.83152695186,25.2336711042,
3.36666666667,4.83898432548,25.2322217446,
3.38333333333,4.84972294348,25.2322217446,
3.4,4.85777690698,25.2336711042,11.5
3.41666666667,4.86642746037,25.2307723839,
3.43333333333,4.8732882441,25.2351204627,
3.45,4.88164050254,25.2307723839,
3.46666666667,4.88820299132,25.2336711042,
3.48333333333,4.89923990427,25.2278736592,
3.5,4.90699557283,25.2293230221,12
